id,pred
0,0.0203739121
1,0.7613501806
2,0.8786021067
3,0.9105450041
4,0.0044812940
5,0.9670456383
6,0.6419800407
7,0.0000000000
8,0.4870604092
9,0.7437570940
10,0.0157546508
11,0.3287529386
12,0.0113727744
13,0.6120512710
14,0.4613506438
15,0.0356396139
16,0.2361484664
17,0.0011364346
18,0.0338354108
19,0.9328368243
20,0.0000000000
21,0.0317307298
22,0.5362256079
23,0.7809013352
24,0.0002456618
25,0.3520844188
26,0.9809316933
27,0.9046832057
28,0.0090638130
29,0.9023515115
30,0.8452177703
31,0.0025110311
32,0.0379208155
33,0.0126329354
34,0.0078627120
35,0.0000000000
36,0.0800053888
37,0.9071842180
38,0.0000000000
39,0.0078921500
40,0.0329247862
41,0.0673995412
42,0.0031587329
43,0.0061895908
44,0.9236923021
45,0.0136602088
46,0.7731114866
47,0.9057961676
48,0.7230445437
49,0.7925702301
50,0.3884985456
51,0.8561536930
52,0.0304683976
53,0.0049260778
54,0.9434413519
55,0.0078486082
56,0.0000000000
57,0.0017596553
58,0.6874619170
59,0.0000000000
60,0.0033541137
61,0.0079729765
62,0.9290823690
63,0.9615473479
64,0.0555082932
65,0.0224203645
66,0.0116546119
67,0.0032210837
68,0.5329016927
69,0.8765490648
70,0.1992113916
71,0.0628307576
72,0.3489411858
73,0.6711919329
74,0.0139349293
75,0.0053467982
76,0.0078188537
77,0.0000000000
78,0.6341439357
79,0.0149301925
80,0.0000000000
81,0.6508948860
82,0.0203492450
83,0.0327944144
84,0.3946081408
85,0.6536783740
86,0.4121182698
87,0.0037504899
88,0.7122230226
89,0.9074938886
90,0.0002510616
91,0.0483298243
92,0.0241747078
93,0.0068588636
94,0.4428132176
95,0.0075546877
96,0.0016674108
97,0.9569216296
98,0.0003863096
99,0.0294204332
100,0.9283096618
101,0.0224599929
102,0.9632684612
103,0.0024059622
104,0.7967328712
105,0.9585880307
106,0.0099054812
107,0.3892987625
108,0.9719367679
109,0.4418458016
110,0.1149752783
111,0.0576309737
112,0.9719848767
113,0.4926831913
114,0.0040457699
115,0.0007486537
116,0.0000000000
117,0.1337492737
118,0.0708649115
119,0.1842956417
120,0.0248403209
121,0.7363388911
122,0.8352067195
123,0.0002610992
124,0.0000000000
125,0.0006267333
126,0.0826643317
127,0.9892618494
128,0.9266550632
129,0.7863298821
130,0.8962116699
131,0.7818243967
132,0.0023598120
133,0.0000000000
134,0.0673797856
135,0.8828963856
136,0.0035071377
137,0.0182127431
138,0.0230497065
139,0.0000000000
140,0.0007494660
141,0.0024820830
142,0.0020958445
143,0.4251587017
144,0.9336369078
145,0.0076944976
146,0.0330159719
147,0.0437339348
148,0.0031895643
149,0.0000000000
150,0.0021110753
151,0.0141879448
152,0.8899486048
153,0.8628952406
154,0.0028648838
155,0.0006075988
156,0.0037005530
157,0.0021340495
158,0.8246695565
159,0.7761062279
160,0.3923793498
161,0.1780794064
162,0.2472927690
163,0.0000000000
164,0.8281726464
165,0.7225055022
166,0.8387279817
167,0.5092100426
168,0.0013339778
169,0.8999318177
170,0.0251470769
171,0.0067293411
172,0.0416924681
173,0.0193044661
174,0.0516880956
175,0.1557360541
176,0.8358052586
177,0.0529188048
178,0.0999106078
179,0.4028520799
180,0.0376451196
181,0.7167849007
182,0.0000000000
183,0.8888901662
184,0.7828188593
185,0.9871977645
186,0.0034524324
187,0.0468254150
188,0.0236097232
189,0.0000000000
190,0.0109677645
191,0.0054521173
192,0.9534767315
193,0.7913988480
194,0.3983185909
195,0.6740998757
196,0.0078268585
197,0.0004655506
198,0.7716881978
199,0.0141596352
200,0.0026915328
201,0.0055942974
202,0.8852225633
203,0.7342333556
204,0.0020026601
205,0.0182084551
206,0.3351976654
207,0.8255649078
208,0.0044506308
209,0.0000000000
210,0.9809316933
211,0.9473144204
212,0.2680335242
213,0.8398877864
214,0.0034351896
215,0.0096530377
216,0.0000000000
217,0.1242042635
218,0.0006782321
219,0.9336899584
220,0.0022235570
221,0.2600945563
222,0.8854899694
223,0.0172842548
224,0.1238525031
225,0.0031773944
226,0.0020633855
227,0.0358589627
228,0.0055823878
229,0.9047103497
230,0.0009892215
231,0.2825914947
232,0.0090098433
233,0.0189511557
234,0.9110634666
235,0.6548954062
236,0.0404006172
237,0.0691545020
238,0.0211543307
239,0.0068959464
240,0.0022247126
241,0.1065885254
242,0.0090190553
243,0.0011636445
244,0.0219144633
245,0.7967983658
246,0.8984834410
247,0.0000000000
248,0.7980462237
249,0.0014581144
250,0.8481874340
251,0.0524718363
252,0.0465504092
253,0.8273746042
254,0.0000000000
255,0.8950865908
256,0.0115298895
257,0.6587327586
258,0.4478683575
259,0.0064591750
260,0.0678295962
261,0.0106998199
262,0.0031810972
263,0.1599952947
264,0.6205177755
265,0.4611850171
266,0.7741410495
267,0.3313152897
268,0.0113046048
269,0.0048641304
270,0.0092440037
271,0.8664693522
272,0.0034136063
273,0.1616237214
274,0.9531438544
275,0.0066931500
276,0.0256987205
277,0.5832927781
278,0.7087908184
279,0.0931256385
280,0.5170634752
281,0.0000000000
282,0.7837247942
283,0.0014391101
284,0.0010945562
285,0.9077639595
286,0.4037505434
287,0.0003573555
288,0.9316259419
289,0.7842515126
290,0.0000000000
291,0.0633706603
292,0.0275753518
293,0.0024892468
294,0.9624151329
295,0.0007604206
296,0.0630432783
297,0.8146641227
298,0.0053711215
299,0.9697357823
300,0.0000000000
301,0.8905867518
302,0.8190178237
303,0.0032705733
304,0.0000000000
305,0.0095768030
306,0.0012483442
307,0.5122478167
308,0.2618099168
309,0.0081948372
310,0.8843324456
311,0.8581893718
312,0.9705455506
313,0.0007625460
314,0.7205582553
315,0.0115376400
316,0.0016900127
317,0.0546916849
318,0.0007494660
319,0.0264739067
320,0.0427339162
321,0.2549388429
322,0.2810739125
323,0.0241123788
324,0.0000000000
325,0.0435626482
326,0.9274548240
327,0.0000000000
328,0.0054991965
329,0.0021649851
330,0.0013203923
331,0.0052015920
332,0.0043079233
333,0.1557360541
334,0.0000000000
335,0.9450648906
336,0.0299251697
337,0.4761172701
338,0.0589613411
339,0.1877752211
340,0.0125044101
341,0.0000000000
342,0.0237003466
343,0.0030528318
344,0.0000000000
345,0.0024617682
346,0.0030936156
347,0.0019749754
348,0.1915269199
349,0.3643991641
350,0.0207596113
351,0.6887744016
352,0.7540120658
353,0.8298443274
354,0.0105045743
355,0.0023141904
356,0.0141413755
357,0.0184904070
358,0.0121607523
359,0.0008336607
360,0.5443155888
361,0.0470310905
362,0.0000000000
363,0.0022522551
364,0.9167614404
365,0.1701180050
366,0.0454216322
367,0.0000000000
368,0.1204037002
369,0.6901545428
370,0.0027238917
371,0.0000000000
372,0.0693660456
373,0.3947085558
374,0.0009052153
375,0.6781087276
376,0.0003636077
377,0.0000000000
378,0.0454413963
379,0.0198512506
380,0.0034226739
381,0.4119705400
382,0.7122230226
383,0.0024990152
384,0.8296685139
385,0.0155528440
386,0.9842022638
387,0.7005785288
388,0.6300339392
389,0.5841416877
390,0.5255368394
391,0.7114795253
392,0.0014773029
393,0.5635317770
394,0.1624783373
395,0.2542968533
396,0.8463292084
397,0.9107247734
398,0.7875436574
399,0.9349573623
400,0.6038415516
401,0.6378949074
402,0.0062587677
403,0.0000000000
404,0.0084476141
405,0.0117688443
406,0.7666776389
407,0.0047296614
408,0.0095004746
409,0.0024958827
410,0.0203042894
411,0.2518073407
412,0.0000000000
413,0.0044927181
414,0.0127318229
415,0.0053507959
416,0.0393464423
417,0.0019866169
418,0.1347670762
419,0.0010571599
420,0.0166452085
421,0.0015339387
422,0.0062316148
423,0.7527500438
424,0.0009079274
425,0.0025336575
426,0.0141894960
427,0.0049273027
428,0.0000000000
429,0.0074575271
430,0.0447185908
431,0.0020269186
432,0.9613626672
433,0.0229979566
434,0.0040434581
435,0.8480839156
436,0.6540175112
437,0.0000000000
438,0.1648724183
439,0.0279592349
440,0.0100609453
441,0.0239861576
442,0.1557360541
443,0.7077812306
444,0.0046997070
445,0.8816519341
446,0.0101368684
447,0.0129827677
448,0.0044498021
449,0.0384620291
450,0.0132112010
451,0.0029291153
452,0.0414210123
453,0.9213935435
454,0.8810548756
455,0.8779354923
456,0.0000000000
457,0.0007242381
458,0.0289094984
459,0.5867309539
460,0.7513852440
461,0.0262635842
462,0.0105394832
463,0.0022284770
464,0.8433398557
465,0.0123762960
466,0.5065323760
467,0.9633236544
468,0.0024776816
469,0.0023179060
470,0.0280364865
471,0.0015219921
472,0.5932273572
473,0.5901062236
474,0.0174844368
475,0.0007189724
476,0.0151165440
477,0.9310444138
478,0.0116921697
479,0.7909065077
480,0.8602790585
481,0.6332750161
482,0.9091474320
483,0.0515683165
484,0.7095869042
485,0.3039202812
486,0.0441745238
487,0.0120322730
488,0.0764563823
489,0.0302754130
490,0.0410206329
491,0.3145608066
492,0.0037327478
493,0.0057239914
494,0.8346610975
495,0.7536949692
496,0.6098739342
497,0.1860368183
498,0.0061198208
499,0.1824869926
500,0.0120277701
501,0.1633976054
502,0.0000000000
503,0.0000000000
504,0.0023576957
505,0.0000000000
506,0.0081087589
507,0.1616370605
508,0.0047766474
509,0.0286945088
510,0.1890683347
511,0.0619171484
512,0.8030258355
513,0.1216941531
514,0.0102539499
515,0.0226279649
516,0.0021134387
517,0.9583632561
518,0.9262055982
519,0.0234512038
520,0.0287749419
521,0.8663251215
522,0.7696426621
523,0.0000000000
524,0.0000000000
525,0.8362586572
526,0.7853669221
527,0.2263341937
528,0.7920620625
529,0.6692633993
530,0.0045692795
531,0.7213966320
532,0.0000000000
533,0.0000000000
534,0.0056538984
535,0.0006644147
536,0.4639921000
537,0.0180672987
538,0.9007005468
539,0.9336009325
540,0.9044192007
541,0.2263230588
542,0.0000000000
543,0.0075992520
544,0.9319059366
545,0.0025954801
546,0.0006396764
547,0.3605837190
548,0.0595520805
549,0.0030633569
550,0.0410009710
551,0.0158130535
552,0.0027115825
553,0.0020812183
554,0.0000000000
555,0.0020833651
556,0.0000000000
557,0.0000000000
558,0.0084872891
559,0.0049323280
560,0.9156140909
561,0.2555474571
562,0.1050107690
563,0.0584730992
564,0.6546105160
565,0.7953983163
566,0.1509468765
567,0.0648815338
568,0.8772352483
569,0.3198647160
570,0.8795814125
571,0.9141564932
572,0.0100026549
573,0.8503377664
574,0.1182949665
575,0.8998462744
576,0.7849711489
577,0.9197628912
578,0.9336392380
579,0.0000000000
580,0.0258844624
581,0.0021869672
582,0.0000000000
583,0.1072205043
584,0.0084153648
585,0.7878821203
586,0.8822091328
587,0.9609450984
588,0.0062363475
589,0.7201532266
590,0.1755425316
591,0.0037596268
592,0.0170111864
593,0.0398380961
594,0.0235756686
595,0.0017812438
596,0.0040231198
597,0.0334318501
598,0.0091801298
599,0.8746842428
600,0.2499417893
601,0.0442520957
602,0.0000000000
603,0.8325045319
604,0.4504638334
605,0.0025013842
606,0.0160917586
607,0.0072055098
608,0.0023706797
609,0.0110508290
610,0.3026362968
611,0.1821772023
612,0.0107834977
613,0.0030959327
614,0.0328578634
615,0.0124321048
616,0.0015512058
617,0.9441031610
618,0.9005624272
619,0.2203143925
620,0.0033819315
621,0.7969468402
622,0.0069366127
623,0.5467969839
624,0.1574814726
625,0.0501279369
626,0.0121516012
627,0.8994396757
628,0.0104832864
629,0.0341720419
630,0.7717562812
631,0.0009500334
632,0.0349231432
633,0.0124920042
634,0.1407831217
635,0.9167227222
636,0.8623575991
637,0.0246632932
638,0.5214277658
639,0.0035629061
640,0.0298494482
641,0.9072370744
642,0.0000000000
643,0.0463779065
644,0.0237590628
645,0.0505588710
646,0.9300434169
647,0.9526635288
648,0.0171094646
649,0.0007985582
650,0.8569561991
651,0.0152309927
